tweet,original_sentiment,conllu_parse
A case of coronavirus was found in LA county... bye,neutral,"# text = A case of coronavirus was found in LA county...
1	A	a	DET	DT	_	2	det	_	_
2	case	case	NOUN	NN	_	6	nsubjpass	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	coronavirus	coronavirus	NOUN	NN	_	3	pobj	_	_
5	was	be	AUX	VBD	_	6	auxpass	_	_
6	found	find	VERB	VBN	_	0	ROOT	_	_
7	in	in	ADP	IN	_	6	prep	_	_
8	LA	LA	PROPN	NNP	_	9	compound	_	_
9	county	county	PROPN	NNP	_	7	pobj	_	_
10	...	...	PUNCT	:	_	6	punct	_	_

# text = bye
1	bye	bye	INTJ	UH	_	0	ROOT	_	_"
Maybe Trump thinks all the heat from unaddressed extreme climate change conditions will kill Coronavirus? ü§î #tytlive,negative,"# text = Maybe Trump thinks all the heat from unaddressed extreme climate change conditions will kill Coronavirus? ü§î #tytlive
1	Maybe	maybe	ADV	RB	_	3	advmod	_	_
2	Trump	Trump	PROPN	NNP	_	3	nsubj	_	_
3	thinks	think	VERB	VBZ	_	0	ROOT	_	_
4	all	all	DET	PDT	_	6	predet	_	_
5	the	the	DET	DT	_	6	det	_	_
6	heat	heat	NOUN	NN	_	14	nsubj	_	_
7	from	from	ADP	IN	_	6	prep	_	_
8	unaddressed	unaddressed	ADJ	JJ	_	12	amod	_	_
9	extreme	extreme	ADJ	JJ	_	12	amod	_	_
10	climate	climate	NOUN	NN	_	11	compound	_	_
11	change	change	NOUN	NN	_	12	compound	_	_
12	conditions	condition	NOUN	NNS	_	7	pobj	_	_
13	will	will	AUX	MD	_	14	aux	_	_
14	kill	kill	VERB	VB	_	3	ccomp	_	_
15	Coronavirus	Coronavirus	PROPN	NNP	_	14	dobj	_	_
16	?	?	PUNCT	.	_	3	punct	_	_
17	ü§î	ü§î	VERB	VBZ	_	3	ccomp	_	_
18	#	#	SYM	$	_	17	nsubj	_	_
19	tytlive	tytlive	NOUN	NN	_	3	conj	_	_"
Coronavirus impact remains unknown as auto industry prepares for worst,negative,"# text = Coronavirus impact remains unknown as auto industry prepares for worst
1	Coronavirus	coronavirus	NOUN	NN	_	2	compound	_	_
2	impact	impact	NOUN	NN	_	3	nsubj	_	_
3	remains	remain	VERB	VBZ	_	0	ROOT	_	_
4	unknown	unknown	ADJ	JJ	_	3	acomp	_	_
5	as	as	SCONJ	IN	_	8	mark	_	_
6	auto	auto	NOUN	NN	_	7	compound	_	_
7	industry	industry	NOUN	NN	_	8	nsubj	_	_
8	prepares	prepare	VERB	VBZ	_	3	advcl	_	_
9	for	for	ADP	IN	_	8	prep	_	_
10	worst	bad	ADJ	JJS	_	9	pobj	_	_"
Covid-19--Navigating the Uncharted -More details:,positive,"# text = Covid-19--Navigating the Uncharted -More details:
1	Covid-19	Covid-19	PROPN	NNP	_	3	npadvmod	_	_
2	-	-	PUNCT	HYPH	_	3	punct	_	_
3	-Navigating	-navigate	VERB	VBG	_	0	ROOT	_	_
4	the	the	DET	DT	_	7	det	_	_
5	Uncharted	uncharted	ADJ	JJ	_	6	amod	_	_
6	-More	-More	PROPN	NNP	_	7	compound	_	_
7	details	detail	NOUN	NNS	_	3	dobj	_	_
8	:	:	PUNCT	:	_	3	punct	_	_"
@AJEnglish Is it really dangerous or we overreacted? #CoronaOutbreak,negative,"# text = @AJEnglish Is it really dangerous or we overreacted?
1	@AJEnglish	@AJEnglish	PROPN	NNP	_	2	nsubj	_	_
2	Is	be	AUX	VBZ	_	0	ROOT	_	_
3	it	it	PRON	PRP	_	2	nsubj	_	_
4	really	really	ADV	RB	_	2	advmod	_	_
5	dangerous	dangerous	ADJ	JJ	_	2	acomp	_	_
6	or	or	CCONJ	CC	_	2	cc	_	_
7	we	we	PRON	PRP	_	8	nsubj	_	_
8	overreacted	overreact	VERB	VBD	_	2	conj	_	_
9	?	?	PUNCT	.	_	8	punct	_	_

# text = #CoronaOutbreak
1	#	#	SYM	$	_	2	nmod	_	_
2	CoronaOutbreak	coronaoutbreak	NOUN	NN	_	0	ROOT	_	_"
Macht Hoffnung. #nCoV2019 #coronavirus,neutral,"# text = Macht Hoffnung.
1	Macht	Macht	PROPN	NNP	_	2	compound	_	_
2	Hoffnung	Hoffnung	PROPN	NNP	_	0	ROOT	_	_
3	.	.	PUNCT	.	_	2	punct	_	_

# text = #nCoV2019 #coronavirus
1	#	#	SYM	$	_	2	meta	_	_
2	nCoV2019	ncov2019	X	ADD	_	0	ROOT	_	_
3	#	#	SYM	$	_	4	punct	_	_
4	coronavirus	coronavirus	NOUN	NN	_	2	pobj	_	_"
At least 500 Wuhan medical staff are infected with coronavirus - New York Post,negative,"# text = At least 500 Wuhan medical staff are infected with coronavirus - New York Post
1	At	at	ADV	RB	_	2	advmod	_	_
2	least	least	ADJ	JJS	_	3	advmod	_	_
3	500	500	NUM	CD	_	6	nummod	_	_
4	Wuhan	Wuhan	PROPN	NNP	_	6	nmod	_	_
5	medical	medical	ADJ	JJ	_	6	amod	_	_
6	staff	staff	NOUN	NN	_	8	nsubjpass	_	_
7	are	be	AUX	VBP	_	8	auxpass	_	_
8	infected	infect	VERB	VBN	_	0	ROOT	_	_
9	with	with	ADP	IN	_	8	prep	_	_
10	coronavirus	coronavirus	NOUN	NN	_	14	compound	_	_
11	-	-	PUNCT	HYPH	_	14	punct	_	_
12	New	New	PROPN	NNP	_	13	compound	_	_
13	York	York	PROPN	NNP	_	14	compound	_	_
14	Post	Post	PROPN	NNP	_	9	pobj	_	_"
do i have a cold or the corona virus,negative,"# text = do i have a cold or the corona virus
1	do	do	AUX	VBP	_	3	aux	_	_
2	i	I	PRON	PRP	_	3	nsubj	_	_
3	have	have	VERB	VB	_	0	ROOT	_	_
4	a	a	DET	DT	_	5	det	_	_
5	cold	cold	ADJ	JJ	_	3	dobj	_	_
6	or	or	CCONJ	CC	_	5	cc	_	_
7	the	the	DET	DT	_	9	det	_	_
8	corona	corona	PROPN	NNP	_	9	compound	_	_
9	virus	virus	NOUN	NN	_	5	conj	_	_"
Trump is doing a better job on this coronavirus than democrats would have done given the time frame he had to work with Go trump,positive,"# text = Trump is doing a better job on this coronavirus than democrats would have done given the time frame he had to work with Go trump
1	Trump	trump	NOUN	NN	_	3	nsubj	_	_
2	is	be	AUX	VBZ	_	3	aux	_	_
3	doing	do	VERB	VBG	_	0	ROOT	_	_
4	a	a	DET	DT	_	6	det	_	_
5	better	well	ADJ	JJR	_	6	amod	_	_
6	job	job	NOUN	NN	_	3	dobj	_	_
7	on	on	ADP	IN	_	3	prep	_	_
8	this	this	DET	DT	_	9	det	_	_
9	coronavirus	coronavirus	NOUN	NN	_	7	pobj	_	_
10	than	than	SCONJ	IN	_	14	mark	_	_
11	democrats	democrat	NOUN	NNS	_	14	nsubj	_	_
12	would	would	AUX	MD	_	14	aux	_	_
13	have	have	AUX	VB	_	14	aux	_	_
14	done	do	VERB	VBN	_	3	advcl	_	_
15	given	give	VERB	VBN	_	14	prep	_	_
16	the	the	DET	DT	_	18	det	_	_
17	time	time	NOUN	NN	_	18	compound	_	_
18	frame	frame	NOUN	NN	_	15	pobj	_	_
19	he	he	PRON	PRP	_	20	nsubj	_	_
20	had	have	VERB	VBD	_	18	relcl	_	_
21	to	to	PART	TO	_	22	aux	_	_
22	work	work	VERB	VB	_	20	xcomp	_	_
23	with	with	ADP	IN	_	22	prep	_	_
24	Go	Go	PROPN	NNP	_	23	pobj	_	_
25	trump	trump	NOUN	NN	_	14	dobj	_	_"
Be Safe from #coronavirus infection,positive,"# text = Be Safe from #coronavirus infection
1	Be	be	AUX	VB	_	0	ROOT	_	_
2	Safe	safe	ADJ	JJ	_	1	acomp	_	_
3	from	from	ADP	IN	_	1	prep	_	_
4	#	#	SYM	$	_	6	det	_	_
5	coronavirus	coronavirus	NOUN	NN	_	6	compound	_	_
6	infection	infection	NOUN	NN	_	3	pobj	_	_"
Efforts to contain the coronavirus outbreak a test of China's centralized control [Los Angeles Times],neutral,"# text = Efforts to contain the coronavirus outbreak a test of China's centralized control
1	Efforts	effort	NOUN	NNS	_	6	nsubj	_	_
2	to	to	PART	TO	_	3	aux	_	_
3	contain	contain	VERB	VB	_	1	acl	_	_
4	the	the	DET	DT	_	5	det	_	_
5	coronavirus	coronavirus	NOUN	NN	_	3	dobj	_	_
6	outbreak	outbreak	VERB	VB	_	0	ROOT	_	_
7	a	a	DET	DT	_	8	det	_	_
8	test	test	NOUN	NN	_	6	dobj	_	_
9	of	of	ADP	IN	_	8	prep	_	_
10	China	China	PROPN	NNP	_	13	poss	_	_
11	's	's	PART	POS	_	10	case	_	_
12	centralized	centralized	ADJ	JJ	_	13	amod	_	_
13	control	control	NOUN	NN	_	9	pobj	_	_

# text = [Los Angeles Times]
1	[	[	X	XX	_	0	ROOT	_	_
2	Los	Los	PROPN	NNP	_	3	compound	_	_
3	Angeles	Angeles	PROPN	NNP	_	4	compound	_	_
4	Times	Times	PROPN	NNP	_	1	nsubj	_	_
5	]	]	PUNCT	-RRB-	_	1	punct	_	_"
Trump blames Obama for his own administration's mistakes in dealing with coronavirus,positive,"# text = Trump blames Obama for his own administration's mistakes in dealing with coronavirus
1	Trump	trump	NOUN	NN	_	2	nsubj	_	_
2	blames	blame	VERB	VBZ	_	0	ROOT	_	_
3	Obama	Obama	PROPN	NNP	_	2	dobj	_	_
4	for	for	ADP	IN	_	2	prep	_	_
5	his	his	PRON	PRP$	_	7	poss	_	_
6	own	own	ADJ	JJ	_	7	amod	_	_
7	administration	administration	NOUN	NN	_	9	poss	_	_
8	's	's	PART	POS	_	7	case	_	_
9	mistakes	mistake	NOUN	NNS	_	4	pobj	_	_
10	in	in	ADP	IN	_	9	prep	_	_
11	dealing	deal	VERB	VBG	_	10	pcomp	_	_
12	with	with	ADP	IN	_	11	prep	_	_
13	coronavirus	coronavirus	NOUN	NN	_	12	pobj	_	_"
are y'all stopping traveling for spring break bc of the coronavirus lol,positive,"# text = are y'all stopping traveling for spring break bc of the coronavirus lol
1	are	be	AUX	VBP	_	4	aux	_	_
2	y'	you	PRON	PRP	_	4	nsubj	_	_
3	all	all	PRON	DT	_	2	appos	_	_
4	stopping	stop	VERB	VBG	_	0	ROOT	_	_
5	traveling	travel	VERB	VBG	_	4	xcomp	_	_
6	for	for	ADP	IN	_	5	prep	_	_
7	spring	spring	NOUN	NN	_	8	compound	_	_
8	break	break	NOUN	NN	_	9	compound	_	_
9	bc	bc	PROPN	NNP	_	6	pobj	_	_
10	of	of	ADP	IN	_	9	prep	_	_
11	the	the	DET	DT	_	13	det	_	_
12	coronavirus	coronavirus	NOUN	NN	_	13	compound	_	_
13	lol	lol	NOUN	NN	_	10	pobj	_	_"
Coronavirus: Undue alarm would do us more harm than good – Buhari #MondayMotivation,positive,"# text = Coronavirus: Undue alarm would do us more harm than good – Buhari #MondayMotivation
1	Coronavirus	coronavirus	NOUN	NN	_	6	npadvmod	_	_
2	:	:	PUNCT	:	_	6	punct	_	_
3	Undue	undue	ADJ	JJ	_	4	amod	_	_
4	alarm	alarm	NOUN	NN	_	6	nsubj	_	_
5	would	would	AUX	MD	_	6	aux	_	_
6	do	do	VERB	VB	_	0	ROOT	_	_
7	us	we	PRON	PRP	_	6	dative	_	_
8	more	more	ADJ	JJR	_	9	amod	_	_
9	harm	harm	NOUN	NN	_	6	dobj	_	_
10	than	than	ADP	IN	_	9	prep	_	_
11	good	good	ADJ	JJ	_	10	amod	_	_
12	–	–	PUNCT	:	_	9	punct	_	_
13	Buhari	Buhari	PROPN	NNP	_	15	nmod	_	_
14	#	#	SYM	$	_	15	nmod	_	_
15	MondayMotivation	MondayMotivation	PROPN	NNP	_	9	appos	_	_"
@realDonaldTrump Throw out all the shiny objects u want it wont distract from #coronavirus the hoax BS u spew will kill many Americans,positive,"# text = @realDonaldTrump Throw out all the shiny objects u want it wont distract from #coronavirus the hoax BS u spew will kill many Americans
1	@realDonaldTrump	@realdonaldtrump	VERB	VB	_	23	advcl	_	_
2	Throw	throw	VERB	VB	_	1	xcomp	_	_
3	out	out	ADP	RP	_	2	prt	_	_
4	all	all	DET	PDT	_	7	predet	_	_
5	the	the	DET	DT	_	7	det	_	_
6	shiny	shiny	ADJ	JJ	_	7	amod	_	_
7	objects	object	NOUN	NNS	_	2	dobj	_	_
8	u	u	PRON	PRP	_	9	nsubj	_	_
9	want	want	VERB	VBP	_	7	relcl	_	_
10	it	it	PRON	PRP	_	13	nsubj	_	_
11	wo	will	AUX	MD	_	13	aux	_	_
12	nt	not	PART	RB	_	13	neg	_	_
13	distract	distract	VERB	VB	_	9	ccomp	_	_
14	from	from	ADP	IN	_	13	prep	_	_
15	#	#	SYM	$	_	16	nmod	_	_
16	coronavirus	coronavirus	PROPN	NNP	_	14	pobj	_	_
17	the	the	DET	DT	_	21	det	_	_
18	hoax	hoax	ADJ	JJ	_	21	amod	_	_
19	BS	BS	PROPN	NNP	_	20	compound	_	_
20	u	u	NOUN	NN	_	21	compound	_	_
21	spew	spew	NOUN	NN	_	23	nsubj	_	_
22	will	will	AUX	MD	_	23	aux	_	_
23	kill	kill	VERB	VB	_	0	ROOT	_	_
24	many	many	ADJ	JJ	_	25	amod	_	_
25	Americans	Americans	PROPN	NNPS	_	23	dobj	_	_"
VERY SERIOUS: Coronavirus infection tally on Diamond Princess hits 136 as tests for all passengers eyed,negative,"# text = VERY SERIOUS:
1	VERY	very	ADV	RB	_	2	advmod	_	_
2	SERIOUS	SERIOUS	PROPN	NNP	_	0	ROOT	_	_
3	:	:	PUNCT	:	_	2	punct	_	_

# text = Coronavirus infection tally on Diamond Princess hits 136 as tests for all passengers eyed
1	Coronavirus	Coronavirus	PROPN	NNP	_	3	compound	_	_
2	infection	infection	NOUN	NN	_	3	compound	_	_
3	tally	tally	NOUN	NN	_	7	nsubj	_	_
4	on	on	ADP	IN	_	3	prep	_	_
5	Diamond	Diamond	PROPN	NNP	_	6	compound	_	_
6	Princess	Princess	PROPN	NNP	_	4	pobj	_	_
7	hits	hit	VERB	VBZ	_	0	ROOT	_	_
8	136	136	NUM	CD	_	7	dobj	_	_
9	as	as	SCONJ	IN	_	14	mark	_	_
10	tests	test	NOUN	NNS	_	14	nsubj	_	_
11	for	for	ADP	IN	_	10	prep	_	_
12	all	all	DET	DT	_	13	det	_	_
13	passengers	passenger	NOUN	NNS	_	11	pobj	_	_
14	eyed	eye	VERB	VBD	_	7	advcl	_	_"
"@K24Tv Seriously that is colonization, we must get rid of this Corona virus carriers",negative,"# text = @K24Tv Seriously that is colonization, we must get rid of this Corona virus carriers
1	@K24Tv	@k24tv	INTJ	UH	_	10	nsubjpass	_	_
2	Seriously	seriously	ADV	RB	_	4	advmod	_	_
3	that	that	PRON	DT	_	4	nsubj	_	_
4	is	be	AUX	VBZ	_	10	advcl	_	_
5	colonization	colonization	ADJ	JJ	_	4	acomp	_	_
6	,	,	PUNCT	,	_	10	punct	_	_
7	we	we	PRON	PRP	_	10	nsubj	_	_
8	must	must	AUX	MD	_	9	aux	_	_
9	get	get	AUX	VB	_	10	auxpass	_	_
10	rid	rid	VERB	VBN	_	0	ROOT	_	_
11	of	of	ADP	IN	_	10	prep	_	_
12	this	this	DET	DT	_	15	det	_	_
13	Corona	Corona	PROPN	NNP	_	14	compound	_	_
14	virus	virus	NOUN	NN	_	15	compound	_	_
15	carriers	carrier	NOUN	NNS	_	11	pobj	_	_"
Scientists are racing to model the next moves of a coronavirus that's still hard to predict,negative,"# text = Scientists are racing to model the next moves of a coronavirus that's still hard to predict
1	Scientists	scientist	NOUN	NNS	_	3	nsubj	_	_
2	are	be	AUX	VBP	_	3	aux	_	_
3	racing	race	VERB	VBG	_	0	ROOT	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	model	model	VERB	VB	_	3	xcomp	_	_
6	the	the	DET	DT	_	8	det	_	_
7	next	next	ADJ	JJ	_	8	amod	_	_
8	moves	move	NOUN	NNS	_	5	dobj	_	_
9	of	of	ADP	IN	_	8	prep	_	_
10	a	a	DET	DT	_	11	det	_	_
11	coronavirus	coronavirus	NOUN	NN	_	9	pobj	_	_
12	that	that	PRON	WDT	_	13	nsubj	_	_
13	's	be	AUX	VBZ	_	11	relcl	_	_
14	still	still	ADV	RB	_	13	advmod	_	_
15	hard	hard	ADJ	JJ	_	13	acomp	_	_
16	to	to	PART	TO	_	17	aux	_	_
17	predict	predict	VERB	VB	_	13	xcomp	_	_"
I love how the government advice you to 'wash your hands' for coronavirus. THEY WILL BE FINE They are experts at doing this,positive,"# text = I love how the government advice you to 'wash your hands' for coronavirus.
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	love	love	VERB	VBP	_	0	ROOT	_	_
3	how	how	SCONJ	WRB	_	6	advmod	_	_
4	the	the	DET	DT	_	5	det	_	_
5	government	government	NOUN	NN	_	6	nsubj	_	_
6	advice	advice	VERB	VB	_	2	ccomp	_	_
7	you	you	PRON	PRP	_	6	dobj	_	_
8	to	to	PART	TO	_	10	aux	_	_
9	'	'	PUNCT	``	_	10	punct	_	_
10	wash	wash	VERB	VB	_	6	xcomp	_	_
11	your	your	PRON	PRP$	_	12	poss	_	_
12	hands	hand	NOUN	NNS	_	10	dobj	_	_
13	'	'	PUNCT	''	_	10	punct	_	_
14	for	for	ADP	IN	_	10	prep	_	_
15	coronavirus	coronavirus	NOUN	NN	_	14	pobj	_	_
16	.	.	PUNCT	.	_	2	punct	_	_

# text = THEY WILL BE FINE
1	THEY	they	PRON	PRP	_	3	nsubj	_	_
2	WILL	will	AUX	MD	_	3	aux	_	_
3	BE	be	AUX	VB	_	0	ROOT	_	_
4	FINE	fine	ADJ	JJ	_	3	punct	_	_

# text = They are experts at doing this
1	They	they	PRON	PRP	_	2	nsubj	_	_
2	are	be	AUX	VBP	_	0	ROOT	_	_
3	experts	expert	NOUN	NNS	_	2	attr	_	_
4	at	at	ADP	IN	_	3	prep	_	_
5	doing	do	VERB	VBG	_	4	pcomp	_	_
6	this	this	PRON	DT	_	5	dobj	_	_"
Wuhan citizen seeking help from the world - Coronavirus via @YouTube,neutral,"# text = Wuhan citizen seeking help from the world - Coronavirus via @YouTube
1	Wuhan	Wuhan	PROPN	NNP	_	2	compound	_	_
2	citizen	citizen	NOUN	NN	_	0	ROOT	_	_
3	seeking	seek	VERB	VBG	_	2	acl	_	_
4	help	help	NOUN	NN	_	3	dobj	_	_
5	from	from	ADP	IN	_	4	prep	_	_
6	the	the	DET	DT	_	9	det	_	_
7	world	world	NOUN	NN	_	9	compound	_	_
8	-	-	PUNCT	HYPH	_	9	punct	_	_
9	Coronavirus	Coronavirus	PROPN	NNP	_	5	pobj	_	_
10	via	via	ADP	IN	_	3	prep	_	_
11	@YouTube	@youtube	NOUN	NN	_	10	pobj	_	_"
pusanggala after watching tv patrol's news about coronavirus no chill kaayo bay liek LET US PRAY JUD,neutral,"# text = pusanggala after watching tv patrol's news about coronavirus no chill kaayo bay liek LET US PRAY JUD
1	pusanggala	pusanggala	PROPN	NNP	_	15	npadvmod	_	_
2	after	after	ADP	IN	_	15	prep	_	_
3	watching	watch	VERB	VBG	_	2	pcomp	_	_
4	tv	tv	NOUN	NN	_	5	compound	_	_
5	patrol	patrol	NOUN	NN	_	7	poss	_	_
6	's	's	PART	POS	_	5	case	_	_
7	news	news	NOUN	NN	_	3	dobj	_	_
8	about	about	ADP	IN	_	7	prep	_	_
9	coronavirus	coronavirus	NOUN	NN	_	8	pobj	_	_
10	no	no	DET	DT	_	11	det	_	_
11	chill	chill	NOUN	NN	_	8	pobj	_	_
12	kaayo	kaayo	PROPN	NNP	_	13	compound	_	_
13	bay	bay	PROPN	NNP	_	14	compound	_	_
14	liek	liek	PROPN	NNP	_	15	nsubj	_	_
15	LET	LET	VERB	VBD	_	0	ROOT	_	_
16	US	US	PROPN	NNP	_	18	compound	_	_
17	PRAY	PRAY	PROPN	NNP	_	18	compound	_	_
18	JUD	JUD	PROPN	NNP	_	15	dobj	_	_"
Factbox: Airlines suspend China flights due to coronavirus outbreak,negative,"# text = Factbox:
1	Factbox	Factbox	PROPN	NNP	_	0	ROOT	_	_
2	:	:	PUNCT	:	_	1	punct	_	_

# text = Airlines suspend China flights due to coronavirus outbreak
1	Airlines	airline	NOUN	NNS	_	2	nsubj	_	_
2	suspend	suspend	VERB	VBP	_	0	ROOT	_	_
3	China	China	PROPN	NNP	_	4	compound	_	_
4	flights	flight	NOUN	NNS	_	2	dobj	_	_
5	due	due	ADJ	JJ	_	2	prep	_	_
6	to	to	ADP	IN	_	5	pcomp	_	_
7	coronavirus	coronavirus	PROPN	NNP	_	8	compound	_	_
8	outbreak	outbreak	NOUN	NN	_	6	pobj	_	_"
Citizen journalist Chen Qiushi covering coronavirus outbreak in China goes missing via @nypost,negative,"# text = Citizen journalist Chen Qiushi covering coronavirus outbreak in China goes missing via @nypost
1	Citizen	Citizen	PROPN	NNP	_	2	compound	_	_
2	journalist	journalist	NOUN	NN	_	4	compound	_	_
3	Chen	Chen	PROPN	NNP	_	4	compound	_	_
4	Qiushi	Qiushi	PROPN	NNP	_	5	nsubj	_	_
5	covering	cover	VERB	VBG	_	10	csubj	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	outbreak	outbreak	NOUN	NN	_	5	dobj	_	_
8	in	in	ADP	IN	_	7	prep	_	_
9	China	China	PROPN	NNP	_	8	pobj	_	_
10	goes	go	VERB	VBZ	_	0	ROOT	_	_
11	missing	missing	ADJ	JJ	_	10	acomp	_	_
12	via	via	ADP	IN	_	10	prep	_	_
13	@nypost	@nypost	NOUN	NN	_	12	pobj	_	_"
Coronavirus outbreak reportedly slows in China — but worst may still be to come via @nypost,negative,"# text = Coronavirus outbreak reportedly slows in China — but worst may still be to come via @nypost
1	Coronavirus	Coronavirus	PROPN	NNP	_	2	compound	_	_
2	outbreak	outbreak	NOUN	NN	_	4	nsubj	_	_
3	reportedly	reportedly	ADV	RB	_	4	advmod	_	_
4	slows	slow	VERB	VBZ	_	0	ROOT	_	_
5	in	in	ADP	IN	_	4	prep	_	_
6	China	China	PROPN	NNP	_	5	pobj	_	_
7	—	—	PUNCT	:	_	4	punct	_	_
8	but	but	CCONJ	CC	_	4	cc	_	_
9	worst	bad	ADJ	JJS	_	12	nsubj	_	_
10	may	may	AUX	MD	_	12	aux	_	_
11	still	still	ADV	RB	_	12	advmod	_	_
12	be	be	AUX	VB	_	4	conj	_	_
13	to	to	PART	TO	_	14	aux	_	_
14	come	come	VERB	VB	_	12	xcomp	_	_
15	via	via	ADP	IN	_	14	prep	_	_
16	@nypost	@nypost	NOUN	NN	_	15	pobj	_	_"
"Imagine spreading your nasty Coronavirus to the poor Uber driver instead calling a ambulance, what a cunt",negative,"# text = Imagine spreading your nasty Coronavirus to the poor Uber driver instead calling a ambulance, what a cunt
1	Imagine	Imagine	PROPN	NNP	_	2	nsubj	_	_
2	spreading	spread	VERB	VBG	_	0	ROOT	_	_
3	your	your	PRON	PRP$	_	5	poss	_	_
4	nasty	nasty	ADJ	JJ	_	5	amod	_	_
5	Coronavirus	Coronavirus	PROPN	NNP	_	2	dobj	_	_
6	to	to	ADP	IN	_	2	dative	_	_
7	the	the	DET	DT	_	10	det	_	_
8	poor	poor	ADJ	JJ	_	10	amod	_	_
9	Uber	Uber	PROPN	NNP	_	10	compound	_	_
10	driver	driver	NOUN	NN	_	6	pobj	_	_
11	instead	instead	ADV	RB	_	12	advmod	_	_
12	calling	call	VERB	VBG	_	10	acl	_	_
13	a	a	DET	DT	_	14	det	_	_
14	ambulance	ambulance	NOUN	NN	_	12	dobj	_	_
15	,	,	PUNCT	,	_	2	punct	_	_
16	what	what	PRON	WP	_	18	dobj	_	_
17	a	a	DET	DT	_	18	det	_	_
18	cunt	cunt	NOUN	NN	_	2	dep	_	_"
"If you're interested in following the latest on #Coronavirus, here's a curated list from @ferrisjabr",neutral,"# text = If you're interested in following the latest on #Coronavirus, here's a curated list from @ferrisjabr
1	If	if	SCONJ	IN	_	3	mark	_	_
2	you	you	PRON	PRP	_	3	nsubj	_	_
3	're	be	AUX	VBP	_	14	advcl	_	_
4	interested	interested	ADJ	JJ	_	3	acomp	_	_
5	in	in	ADP	IN	_	4	prep	_	_
6	following	follow	VERB	VBG	_	5	pcomp	_	_
7	the	the	DET	DT	_	8	det	_	_
8	latest	late	ADJ	JJS	_	6	dobj	_	_
9	on	on	ADP	IN	_	8	prep	_	_
10	#	#	SYM	$	_	11	compound	_	_
11	Coronavirus	Coronavirus	PROPN	NNP	_	9	pobj	_	_
12	,	,	PUNCT	,	_	14	punct	_	_
13	here	here	ADV	RB	_	14	advmod	_	_
14	's	be	AUX	VBZ	_	0	ROOT	_	_
15	a	a	DET	DT	_	17	det	_	_
16	curated	curate	VERB	VBN	_	17	amod	_	_
17	list	list	NOUN	NN	_	14	nsubj	_	_
18	from	from	ADP	IN	_	17	prep	_	_
19	@ferrisjabr	@ferrisjabr	NOUN	NNS	_	18	pobj	_	_"
Excellent questions. The significance of the Miami man who feared he might have coronavirus,positive,"# text = Excellent questions.
1	Excellent	excellent	ADJ	JJ	_	2	amod	_	_
2	questions	question	NOUN	NNS	_	0	ROOT	_	_
3	.	.	PUNCT	.	_	2	punct	_	_

# text = The significance of the Miami man who feared he might have coronavirus
1	The	the	DET	DT	_	2	det	_	_
2	significance	significance	NOUN	NN	_	0	ROOT	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	the	the	DET	DT	_	6	det	_	_
5	Miami	Miami	PROPN	NNP	_	6	compound	_	_
6	man	man	NOUN	NN	_	3	pobj	_	_
7	who	who	PRON	WP	_	8	nsubj	_	_
8	feared	fear	VERB	VBD	_	6	relcl	_	_
9	he	he	PRON	PRP	_	11	nsubj	_	_
10	might	might	AUX	MD	_	11	aux	_	_
11	have	have	VERB	VB	_	8	ccomp	_	_
12	coronavirus	coronavirus	NOUN	NN	_	11	dobj	_	_"
Scientists are racing to model the next moves of a coronavirus that's still hard to predict,negative,"# text = Scientists are racing to model the next moves of a coronavirus that's still hard to predict
1	Scientists	scientist	NOUN	NNS	_	3	nsubj	_	_
2	are	be	AUX	VBP	_	3	aux	_	_
3	racing	race	VERB	VBG	_	0	ROOT	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	model	model	VERB	VB	_	3	xcomp	_	_
6	the	the	DET	DT	_	8	det	_	_
7	next	next	ADJ	JJ	_	8	amod	_	_
8	moves	move	NOUN	NNS	_	5	dobj	_	_
9	of	of	ADP	IN	_	8	prep	_	_
10	a	a	DET	DT	_	11	det	_	_
11	coronavirus	coronavirus	NOUN	NN	_	9	pobj	_	_
12	that	that	PRON	WDT	_	13	nsubj	_	_
13	's	be	AUX	VBZ	_	11	relcl	_	_
14	still	still	ADV	RB	_	13	advmod	_	_
15	hard	hard	ADJ	JJ	_	13	acomp	_	_
16	to	to	PART	TO	_	17	aux	_	_
17	predict	predict	VERB	VB	_	13	xcomp	_	_"
We are being lied to about the CoronaVirus. Change my mind...,neutral,"# text = We are being lied to about the CoronaVirus.
1	We	we	PRON	PRP	_	4	nsubjpass	_	_
2	are	be	AUX	VBP	_	4	aux	_	_
3	being	be	AUX	VBG	_	4	auxpass	_	_
4	lied	lie	VERB	VBN	_	0	ROOT	_	_
5	to	to	ADP	IN	_	4	prep	_	_
6	about	about	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	8	det	_	_
8	CoronaVirus	CoronaVirus	PROPN	NNP	_	6	pobj	_	_
9	.	.	PUNCT	.	_	4	punct	_	_

# text = Change my mind...
1	Change	change	VERB	VB	_	0	ROOT	_	_
2	my	my	PRON	PRP$	_	3	poss	_	_
3	mind	mind	NOUN	NN	_	1	dobj	_	_
4	...	...	PUNCT	.	_	1	punct	_	_"
